L:APD:0    R1: APD:0    R2: APD:0

L-LaserTemperature,R1-LaserTemperature,R2-LaserTemperature,L-RadiatorTemperature,R1-RadiatorTemperature,R2-RadiatorTemperature,Time,

0,0,0,0,0,0,1124931

0,0,0,0,0,0,1124931

0,0,0,0,0,0,1124931

0,0,0,0,0,0,1124931

0,0,0,0,0,0,1124931

0,0,0,0,0,0,1124931

0,0,0,0,0,0,1124931

0,0,0,0,0,0,1124931

0,0,0,0,0,0,1124931

0,0,0,0,0,0,1124931

0,0,0,0,0,0,1124931

0,0,0,0,0,0,1124931

0,0,0,0,0,0,1124931

0,0,0,0,0,0,1124931

0,0,0,0,0,0,1124931

0,0,0,0,0,0,1124931

0,0,0,0,0,0,1124931

0,0,0,0,0,0,1124931

0,0,0,0,0,0,1124931

0,0,0,0,0,0,1124931

0,0,0,0,0,0,1124931

0,0,0,0,0,0,1124931

0,0,0,0,0,0,1124931

0,0,0,0,0,0,1124931

0,0,0,0,0,0,1124931

0,0,0,0,0,0,1124931

0,0,0,0,0,0,1124931

0,0,0,0,0,0,1124931

0,0,0,0,0,0,1124931

0,0,0,0,0,0,1124932

0,0,0,0,0,0,1124932

0,0,0,0,0,0,1124932

0,0,0,0,0,0,1124932

0,0,0,0,0,0,1124932

0,0,0,0,0,0,1124932

0,0,0,0,0,0,1124932

0,0,0,0,0,0,1124932

0,0,0,0,0,0,1124932

0,0,0,0,0,0,1124932

0,0,0,0,0,0,1124932

0,0,0,0,0,0,1124932

0,0,0,0,0,0,1124932

0,0,0,0,0,0,1124932

0,0,0,0,0,0,1124932

0,0,0,0,0,0,1124932

0,0,0,0,0,0,1124932

0,0,0,0,0,0,1124932

0,0,0,0,0,0,1124932

0,0,0,0,0,0,1124932

0,0,0,0,0,0,1124932

0,0,0,0,0,0,1124932

0,0,0,0,0,0,1124932

0,0,0,0,0,0,1124932

0,0,0,0,0,0,1124932

0,0,0,0,0,0,1124932

0,0,0,0,0,0,1124932

0,0,0,0,0,0,1124932

0,0,0,0,0,0,1124932

0,0,0,0,0,0,1124932

0,0,0,0,0,0,1124932

