0,65535,346,78
1,65535,319,82
2,65535,350,82
3,65535,337,82
4,65535,328,84
5,65535,329,87
6,65535,344,83
7,65535,320,84
8,65535,316,82
9,65535,315,79
10,65535,327,79
11,65535,340,80
12,65535,315,78
13,65535,301,82
14,65535,313,86
15,65535,325,84
16,65535,328,83
17,65535,323,79
18,65535,338,86
19,65535,338,78
20,65535,313,80
21,65535,334,80
22,65535,316,80
23,65535,327,79
24,65535,326,86
25,65535,326,81
26,65535,326,81
27,65535,326,82
28,65535,325,81
29,65535,325,81
30,65535,325,81
31,65535,324,81
32,65535,324,81
33,65535,324,81
34,65535,324,81
35,65535,324,81
36,65535,324,81
37,65535,324,81
38,65535,324,81
39,65535,325,81
40,65535,324,81
41,65535,324,81
42,65535,324,81
43,65535,324,81
44,65535,324,81
45,65535,324,81
46,65535,324,81
47,65535,323,81
48,65535,324,81
49,65535,323,81
50,65535,323,81
51,65535,323,81
52,65535,324,81
53,65535,323,81
54,65535,323,81
55,65535,323,81
56,65535,323,81
57,65535,323,81
58,65535,322,81
59,65535,323,81
60,65535,323,81
61,65535,323,81
62,65535,323,81
63,65535,323,81
64,65535,323,81
65,65535,323,81
66,65535,323,81
67,65535,323,81
68,65535,324,81
69,65535,324,81
70,65535,324,81
71,65535,323,81
72,65535,323,81
73,65535,323,81
74,65535,323,81
75,65535,323,81
76,65535,323,81
77,65535,323,81
78,65535,323,81
79,65535,324,81
80,65535,324,81
81,65535,323,81
82,65535,324,81
83,65535,323,81
84,65535,324,81
85,65535,324,81
86,65535,323,81
87,65535,323,81
88,65535,323,81
89,65535,322,81
90,65535,322,81
91,65535,322,81
92,65535,322,81
93,65535,321,81
94,65535,321,80
95,65535,321,80
96,65535,321,81
97,65535,321,81
98,65535,321,81
99,65535,321,81
100,65535,321,81
101,65535,320,81
102,65535,320,81
103,65535,320,81
104,65535,320,81
105,65535,320,81
106,65535,320,81
107,65535,320,81
108,65535,320,81
109,65535,320,81
110,65535,319,81
111,65535,319,81
112,65535,319,81
113,65535,319,81
114,65535,319,82
115,65535,319,82
116,65535,319,82
117,65535,319,82
118,65535,319,82
119,65535,318,82
120,65535,318,82
121,65535,318,82
122,65535,318,82
123,65535,318,82
124,65535,317,82
125,65535,317,82
126,65535,317,82
127,65535,317,82
128,65535,317,82
129,65535,317,82
130,65535,317,82
131,65535,317,82
132,65535,318,82
133,65535,317,82
134,65535,318,82
